r,r1,r2,r3,n1,n2,n3
1.6736736736736737,0.3042813368005226,0.6086346534386663,0.7607576834344848,0.0,0.0,0.0
1.725975975975976,0.31378840022644944,0.6276560581978962,0.7845315175516304,0.0,0.0,0.0
1.7782782782782782,0.32329567178288404,0.6466776495181413,0.8083049569772528,0.0,0.0,0.0
1.8305805805805806,0.33280289769334287,0.6656993058568845,0.8320783770303533,0.0,0.0,0.0
1.882882882882883,0.34230963278076115,0.6847213129067891,0.8558519371953328,0.0,0.0,0.0
1.9351851851851851,0.3518158720130406,0.7037434539852562,0.8796258591868883,0.0,0.0,0.0
1.9874874874874875,0.36132236700185666,0.722765462126589,0.9033996583590419,0.0,0.0,0.0
2.03978978978979,0.3708285537848055,0.7417875777378111,0.9271736582671732,0.0,0.0,0.0
2.0920920920920922,0.38037918633488316,0.760763389579554,0.9509495161776551,0.0,0.0,0.0
2.1443943943943946,0.38988872354831267,0.7797824133788401,0.9747232574672419,0.0,0.0,0.0
2.1966966966966965,0.3993982617779603,0.7988017715788098,0.9984966633399264,0.0,0.0,0.0
2.248998998998999,0.4089075128849187,0.8178213183817713,1.022270167732309,0.0,0.0,0.0
2.3013013013013013,0.41841673390750594,0.8368405593550187,1.0460440080387765,0.0,0.0,0.0
2.3536036036036037,0.4279262387371195,0.8558600710461612,1.069817293820323,0.0,0.0,0.0
2.405905905905906,0.43743575686257186,0.8748792818377974,1.0935908672055366,0.0,0.0,0.0
2.4582082082082084,0.4469449242564702,0.8938984894428131,1.1173647945089251,0.0,0.0,0.0
2.5105105105105103,0.4564543524488239,0.9129180730049219,1.1411380850567645,0.0,0.0,0.0
2.5628128128128127,0.4659637961436463,0.9319374757651525,1.1649115409040136,0.0,0.0,0.0
2.615115115115115,0.4754730493426116,0.9509568754654188,1.1886851903070843,0.0,0.0,0.0
2.6674174174174174,0.4849822345025116,0.9699763911928604,1.2124587917220455,0.0,0.0,0.0
2.71971971971972,0.4944914544381869,0.988995977318533,1.2362322879630003,0.0,0.0,0.0
2.772022022022022,0.5040008984739021,1.0080156160761446,1.2600055074719756,0.0,0.0,0.0
2.8243243243243246,0.5135099386981103,1.027035199756943,1.2837791858692713,0.0,0.0,0.0
2.8766266266266265,0.5230192990371144,1.0460550801881607,1.3075522474013515,0.0,0.0,0.0
2.928928928928929,0.5325285005247228,1.0650745882209067,1.3313258401832995,0.0,0.0,0.0
2.9812312312312312,0.542037582952405,1.0840942103971376,1.3550994378816885,0.0,0.0,0.0
3.0335335335335336,0.5515469733647087,1.1031140730374551,1.37887248713137,0.0,0.0,0.0
3.085835835835836,0.5610559539407599,1.122134049150129,1.4026458327449471,0.0,0.0,0.0
3.1381381381381384,0.5705651003747886,1.1411535835704452,1.4264194541929045,0.0,0.0,0.0
3.1904404404404403,0.580074017399984,1.160173542126877,1.4501928809135793,0.0,0.0,0.0
3.2427427427427427,0.5895833057235809,1.1791935951914614,1.4739658418277004,0.0,0.0,0.0
3.295045045045045,0.5990924530908937,1.1982134815256782,1.4977391104284734,0.0,0.0,0.0
3.3473473473473474,0.6086012869525829,1.2172336175995842,1.5215124427951805,0.0,0.0,0.0
3.3996496496496498,0.6181102486322969,1.2362535357428237,1.5452858652745294,0.0,0.0,0.0
3.451951951951952,0.6276193682330335,1.2552738278397977,1.569058755879121,0.0,0.0,0.0
